message,label,,
rs.10 emergency talktime is credited to ur a/c.,spam,,
"recharge successful. mrp - rs. 103 ; benefit - 250mb 3g internet; validity - 28 days . to check balance, dial *125#. for best offers, dial *121#.",spam,,
"recharge successful.rs103 ;benefit -250mb 4g/3g internet;validity-28 day.extra-250 mb 4g credited.check balance-dial *125#. for best offers, dial *121#",spam,,
"successful(mrp 55, benefit-rs 31.83talktime. 5 local idea night sms with 2 days validity).(rs13 deducted for emergency talktime opted)for bal talktime dial *121# & night sms dial *212*11# .",spam,,
rs.10 emergency talktime is credited to ur a/c.,spam,,
"dear customer, pls pay your idea mobile bill immediately to avoid disruption of service. pls call 9092014299 for any support. pls ignore if paid already",spam,,
"
dear customer, your payment is due since 30.08.2016.please pay your bill for rs.579.37 to avoid barring of your outgoing calls on 05.09.2016. please dial tollfree *121*4# for account details or click billde.sk/idea to pay now<br>",spam,,
"
dear customer, your due date is over. please pay your bill for rs579.37 immediately to avoid barring of services to non idea numbers, std,isd and roaming on 03.09.2016.please dial tollfree *121*4# for account details or click billde.sk/idea to pay now<br>",spam,,
"
dear customer, the payment on your account is overdue. kindly pay your bill of rs. 579.37 immediately to avoid inconvenience. please dial tollfree *121*4# for account details or click billde.sk/idea to pay now<br>",spam,,
your single-use ebay pin is 3077,spam,,
"
dear customer, today is your due date. please pay bill for rs.579.37 immediately to enjoy uninterrupted service. please dial tollfree *121*4# for account details or click billde.sk/idea to pay now",spam,,
"dear customer, your idea e-bill dated 15-aug-16 has been sent to rajeshsucess0437@gmail.com with password  swet7921, for query dial 1214.",spam,,
"dear customer, your idea mobile bill for 15-aug-16 is generated for an amount of rs579.37 with due date 30-aug-16 and your total outstanding amount is rs. 579.37 . you can view your bill online by logging into your account on our website www.ideacellular.com.",spam,,
"dear customer, pls pay your idea mobile bill immediately to avoid disruption of service. pls call 9092014299 for any support. pls ignore if paid already",spam,,
"
dear customer, your payment is due since 30.08.2016.please pay your bill for rs.579.37 to avoid barring of your outgoing calls on 05.09.2016. please dial tollfree *121*4# for account details or click billde.sk/idea to pay now<br>",spam,,
"
dear customer, your due date is over. please pay your bill for rs579.37 immediately to avoid barring of services to non idea numbers, std,isd and roaming on 03.09.2016.please dial tollfree *121*4# for account details or click billde.sk/idea to pay now<br>",spam,,
"
dear customer, the payment on your account is overdue. kindly pay your bill of rs. 579.37 immediately to avoid inconvenience. please dial tollfree *121*4# for account details or click billde.sk/idea to pay now<br>",spam,,
your single-use ebay pin is 3077,spam,,
"
dear customer, today is your due date. please pay bill for rs.579.37 immediately to enjoy uninterrupted service. please dial tollfree *121*4# for account details or click billde.sk/idea to pay now",spam,,
"dear customer, your idea e-bill dated 15-aug-16 has been sent to rajeshsucess0437@gmail.com with password  swet7921, for query dial 1214.",spam,,
"dear customer, your idea mobile bill for 15-aug-16 is generated for an amount of rs579.37 with due date 30-aug-16 and your total outstanding amount is rs. 579.37 . you can view your bill online by logging into your account on our website www.ideacellular.com.",spam,,
"dear bajaj finance customer,thank you for the response. our executive will contact you shortly.",spam,,
"dear bajaj finance customer,thank you for the response. our executive will contact you shortly.",spam,,
"dear bajaj finance customer,thank you for the response. our executive will contact you shortly.",spam,,
"dear bajaj finance customer,thank you for the response. our executive will contact you shortly.",spam,,
"your have a low balance. to check eligibility and take advance talktime, call 52141 or click http://www.airtel.in/app to recharge.",spam,,
"neelima neela accepted your friend request.



reply to send her a message or visit her timeline at https://fb.com/l/1wssucumvddzxph",spam,,
"your have a low balance. to check eligibility and take advance talktime, call 52141 or click http://www.airtel.in/app to recharge.",spam,,
"data usage alert: 10 mb data is remaining in your 4g da 11 account. post consumption, you will be charged 2g@8p/10kb, 3g@4p/10kb",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 3g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
465204 is your google verification code.,spam,,
register your tinder app with token: 156408,spam,,
"your have a low balance. to check eligibility and take advance talktime, call 52141 or click http://www.airtel.in/app to recharge.",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 3g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 3g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 3g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"your have a low balance. to check eligibility and take advance talktime, call 52141 or click http://www.airtel.in/app to recharge.",spam,,
"dear customer, your new sim is ready for activation. pls insert the new sim by 0:08am-1:08am. on 21/08/16 .  your services will be resumed on successful televerification.",spam,,
"dear customer, port in request for no.9550943821 accepted.existing services will be disabled from 11:08pm to 1:08am on 20/08/2016.to resume reliance services, do televerification after 1:08am from new sim by dialing 59059 (postpaid) & any other  number for prepaid.cdma users pls dial *228 before televerification.reliance",spam,,
"data usage alert: 10 mb data is remaining in your 4g da 11 account. post consumption, you will be charged 2g@8p/10kb, 3g@4p/10kb",spam,,
"data usage alert: 10 mb data is remaining in your 4g da 11 account. post consumption, you will be charged 2g@8p/10kb, 3g@4p/10kb",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 3g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 3g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"dear customer, we have received your request to enroll mobile no.9550943821 in reliance network. it will be processed shortly. reliance",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"your have a low balance. to check eligibility and take advance talktime, call 52141 or click http://www.airtel.in/app to recharge.",spam,,
register your tinder app with token: 998808,spam,,
register your tinder app with token: 768508,spam,,
register your tinder app with token: 254674,spam,,
"data usage alert: 10 mb data is remaining in your 4g da 11 account. post consumption, you will be charged 2g@8p/10kb, 3g@4p/10kb",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 3g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 3g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 3g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"total outstanding on card no ****8711 on 08-jul-16 is inr 32142.71 . available cash limit is inr -939.00 . available cr. limit is inr -939.00
",spam,,
"total outstanding on card no ****8711 on 07-jun-16 is inr 25931.82 . available cash limit is inr 2765.00 . available cr. limit is inr 2765.00
",spam,,
"we are unable to process your request as the combination of your mobile number and the card number entered by you is incorrect.
",spam,,
"your have a low balance. to check eligibility and take advance talktime, call 52141 or click http://www.airtel.in/app to recharge.",spam,,
"neelima neela accepted your friend request.



reply to send her a message or visit her timeline at https://fb.com/l/1wssucumvddzxph",spam,,
"your have a low balance. to check eligibility and take advance talktime, call 52141 or click http://www.airtel.in/app to recharge.",spam,,
"data usage alert: 10 mb data is remaining in your 4g da 11 account. post consumption, you will be charged 2g@8p/10kb, 3g@4p/10kb",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 3g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
465204 is your google verification code.,spam,,
register your tinder app with token: 156408,spam,,
"your have a low balance. to check eligibility and take advance talktime, call 52141 or click http://www.airtel.in/app to recharge.",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 3g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 3g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 3g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"your have a low balance. to check eligibility and take advance talktime, call 52141 or click http://www.airtel.in/app to recharge.",spam,,
"dear customer, your new sim is ready for activation. pls insert the new sim by 0:08am-1:08am. on 21/08/16 .  your services will be resumed on successful televerification.",spam,,
"dear customer, port in request for no.9550943821 accepted.existing services will be disabled from 11:08pm to 1:08am on 20/08/2016.to resume reliance services, do televerification after 1:08am from new sim by dialing 59059 (postpaid) & any other  number for prepaid.cdma users pls dial *228 before televerification.reliance",spam,,
"data usage alert: 10 mb data is remaining in your 4g da 11 account. post consumption, you will be charged 2g@8p/10kb, 3g@4p/10kb",spam,,
"data usage alert: 10 mb data is remaining in your 4g da 11 account. post consumption, you will be charged 2g@8p/10kb, 3g@4p/10kb",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 3g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 3g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"dear customer, we have received your request to enroll mobile no.9550943821 in reliance network. it will be processed shortly. reliance",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"your have a low balance. to check eligibility and take advance talktime, call 52141 or click http://www.airtel.in/app to recharge.",spam,,
register your tinder app with token: 998808,spam,,
register your tinder app with token: 768508,spam,,
register your tinder app with token: 254674,spam,,
"data usage alert: 10 mb data is remaining in your 4g da 11 account. post consumption, you will be charged 2g@8p/10kb, 3g@4p/10kb",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 3g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 3g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 100 mb data is remaining in your 3g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"data usage alert: mobile internet 500 mb data is remaining in your 4g da 11 account. for info on data packs, dial *121*11#",spam,,
"total outstanding on card no ****8711 on 08-jul-16 is inr 32142.71 . available cash limit is inr -939.00 . available cr. limit is inr -939.00
",spam,,
"total outstanding on card no ****8711 on 07-jun-16 is inr 25931.82 . available cash limit is inr 2765.00 . available cr. limit is inr 2765.00
",spam,,
"we are unable to process your request as the combination of your mobile number and the card number entered by you is incorrect.
",spam,,
"hi! you have missed calls.to get details please send mca get to 5899903 @ rs 3 or subscribe missed call alerts@ rs.30/month,dial *999*1# ",spam,,
"hi! you have missed calls.to get details please send mca get to 5899903 @ rs 3 or subscribe missed call alerts@ rs.30/month,dial *999*1# ",spam,,
"whatsapp code 231-346.

you can also tap on this link to verify your phone: v.whatsapp.com/231346",spam,,
you have a new mms from +919212217996.please visit http://mms.live.vodafone.in within 24 hours to retrieve this mms.your message key is msg.40.2712,spam,,
"hi! you have missed calls.to get details please send mca get to 5899903 @ rs 3 or subscribe missed call alerts@ rs.30/month,dial *999*1# ",spam,,
"hi! you have missed calls.to get details please send mca get to 5899903 @ rs 3 or subscribe missed call alerts@ rs.30/month,dial *999*1# ",spam,,
"whatsapp code 231-346.

you can also tap on this link to verify your phone: v.whatsapp.com/231346",spam,,
you have a new mms from +919212217996.please visit http://mms.live.vodafone.in within 24 hours to retrieve this mms.your message key is msg.40.2712,spam,,
"dear customer, we have recd your consent for pm jeevan jyoti bima. policy will be issued within 10 days from debiting your acct, subject to nominee availability and premium receipt.",spam,,
"dear customer, we have recd your consent for pm jeevan jyoti bima. policy will be issued within 10 days from debiting your acct, subject to nominee availability and premium receipt.",spam,,
rs30 credited to your a/c. rs35 will be deducted any time after 07-sep-16. reply 1 to activate auto credit. free 5gb data! click airtel.in/5/loan,spam,,
rs30 credited to your a/c. rs35 will be deducted any time after 07-sep-16. reply 1 to activate auto credit. free 5gb data! click airtel.in/5/loan,spam,,
rs30 credited to your a/c. rs35 will be deducted any time after 07-sep-16. reply 1 to activate auto credit. free 5gb data! click airtel.in/5/loan,spam,,
rs30 credited to your a/c. rs35 will be deducted any time after 07-sep-16. reply 1 to activate auto credit. free 5gb data! click airtel.in/5/loan,spam,,
"full amount of rs.3.0 has been deducted from your airtel a/c towards advance talktime taken on 15-aug-16. to take more talktime, call 52141.",spam,,
"data usage alert: you have consumed 10mb data.to activate data pack,dial *121*11# or to stop internet without pack sms stop to 1925",spam,,
"data usage alert: you have consumed 10mb data.to activate data pack,dial *121*11# or to stop internet without pack sms stop to 1925",spam,,
"rs.9.5 has been deducted from your airtel a/c towards rs.10 advance talktime taken on 15-aug-16. amount paid till date: rs.9.5, amount outstanding: rs.3.0",spam,,
"rs10 credited.rs12.50 will be deducted anytime after 09:40 pm tomorrow. reply 1 to activate auto credit. for internet loan, dial *141*567#",spam,,
"your have a low balance. to check eligibility and take advance talktime, call 52141 or click http://www.airtel.in/app to recharge.",spam,,
"your have a low balance. to check eligibility and take advance talktime, call 52141 or click http://www.airtel.in/app to recharge.",spam,,
"your have a low balance. to check eligibility and take advance talktime, call 52141 or click http://www.airtel.in/app to recharge.",spam,,
"data usage alert: you have consumed 10mb data.to activate data pack,dial *121*11# or to stop internet without pack sms stop to 1925",spam,,
"your have a low balance. to check eligibility and take advance talktime, call 52141 or click http://www.airtel.in/app to recharge.",spam,,
"full amount of rs.3.0 has been deducted from your airtel a/c towards advance talktime taken on 15-aug-16. to take more talktime, call 52141.",spam,,
"data usage alert: you have consumed 10mb data.to activate data pack,dial *121*11# or to stop internet without pack sms stop to 1925",spam,,
"data usage alert: you have consumed 10mb data.to activate data pack,dial *121*11# or to stop internet without pack sms stop to 1925",spam,,
"rs.9.5 has been deducted from your airtel a/c towards rs.10 advance talktime taken on 15-aug-16. amount paid till date: rs.9.5, amount outstanding: rs.3.0",spam,,
"rs10 credited.rs12.50 will be deducted anytime after 09:40 pm tomorrow. reply 1 to activate auto credit. for internet loan, dial *141*567#",spam,,
"your have a low balance. to check eligibility and take advance talktime, call 52141 or click http://www.airtel.in/app to recharge.",spam,,
"your have a low balance. to check eligibility and take advance talktime, call 52141 or click http://www.airtel.in/app to recharge.",spam,,
"your have a low balance. to check eligibility and take advance talktime, call 52141 or click http://www.airtel.in/app to recharge.",spam,,
"data usage alert: you have consumed 10mb data.to activate data pack,dial *121*11# or to stop internet without pack sms stop to 1925",spam,,
"your have a low balance. to check eligibility and take advance talktime, call 52141 or click http://www.airtel.in/app to recharge.",spam,,
g-242868 is your google verification code.,spam,,
g-689481 is your google verification code.,spam,,
"insert airtel sim in slot 1 to enjoy fast internet speed. please save the internet settings that you will receive shortly. to save on data charges, buy data packs. dial *121*11#",spam,,
"insert airtel sim in slot 1 to enjoy fast internet speed. please save the internet settings that you will receive shortly. to save on data charges, buy data packs. dial *121*11#",spam,,
g-946872 is your google verification code.,spam,,
the number 919350353588 is now available . reliance customer can activate missed call alert service @ rs.30/mon. reply m1 to this sms(toll free) ,spam,,
"live:krubaid:
skype caller id will be active in 2 hours. if you did not activate it yourself, go to go.skype.com/cli and enter this code to deactivate it: xitdaz",spam,,
"whatsapp code 910-512.

you can also tap on this link to verify your phone: v.whatsapp.com/910512",spam,,
use 8541129 as microsoft account security code,spam,,
"live:krubaid:
your skype caller id confirmation code is xitdaz",spam,,
"your krubaid@lenovo.com account was renamed to rubaid.kh@gmail.com. if this isn't right, visit https://account.live.com/.",spam,,
g-360689 is your google verification code.,spam,,
g-373068 is your google verification code.,spam,,
g-741867 is your google verification code.,spam,,
your verification code for freelancer.com is 87578,spam,,
g-965602 is your google verification code.,spam,,
g-949615 is your google verification code.,spam,,
g-949615 is your google verification code.,spam,,
g-843083 is your google verification code.,spam,,
g-547085 is your google verification code.,spam,,
"dear user, your number has been verified & linked with your active monster account. download monster app for android/ios from  http://monsterindia.com/app.html",spam,,
g-950650 is your google verification code.,spam,,
2399,spam,,
g-898971 is your google verification code.,spam,,
g-794927 is your google verification code.,spam,,
g-794927 is your google verification code.,spam,,
g-794927 is your google verification code.,spam,,
g-794927 is your google verification code.,spam,,
g-729328 is your google verification code.,spam,,
g-729328 is your google verification code.,spam,,
g-324616 is your google verification code.,spam,,
g-231806 is your google verification code.,spam,,
g-324616 is your google verification code.,spam,,
g-324616 is your google verification code.,spam,,
if u want a twist in ur life by making new friends and want to enjoy with them dial 56464876.,spam,,
"save the internet settings sent on your airtel mobile. if asked for a password, use 0000.to receive settings in future sms mo to 54321.learn to use internet at http://one.airtel.in",spam,,
judiye desh videsh ki taja khabron se news on phone ke sath. dial karen 56694007 @ 3/min.,spam,,
bhakti mein apaar shakti hai!call 56694008 (rs.3/min) aur kho jayen prabhu bhakti mein.,spam,,
ab bharyien apne zindagi me dosti ke bahut saare haseen rang sirf voice chat ke sang. dial 56694@rs.2/min,spam,,
akele hain! to mujhe call kijiye aur apni tanhayiyon se payiye chhutkara. mujhse baat karein 56694 par.sirf rs.3/min me,spam,,
"airtel welcomes you to the world of mms.save the settings sent to your mobile (data charges apply).to get settings in future,sms mo to 54321.",spam,,
"thodi masti,thodi shararat aur bahut sare dost voice chat par.to shuru kijiye dosti ka silsila.dial 151496 (toll free)",spam,,
"zindagi me bhariye khub sari masti, bahut hi chulbule dosto ke saath sirf voice chat par. kijiye dil khol kar baate, dial 151496 (tollfree)",spam,,
"hi! you have missed calls.to get details please send mca get to 5899903.subscribe missed call alerts@ rs.30/month,dial *999*1# ",spam,,
"airtel welcomes you to the world of mms & airtel internet.save the settings sent to your mobile (data charges apply).to get settings in future,sms mo to 54321.",spam,,
g-242868 is your google verification code.,spam,,
g-689481 is your google verification code.,spam,,
"insert airtel sim in slot 1 to enjoy fast internet speed. please save the internet settings that you will receive shortly. to save on data charges, buy data packs. dial *121*11#",spam,,
"insert airtel sim in slot 1 to enjoy fast internet speed. please save the internet settings that you will receive shortly. to save on data charges, buy data packs. dial *121*11#",spam,,
g-946872 is your google verification code.,spam,,
the number 919350353588 is now available . reliance customer can activate missed call alert service @ rs.30/mon. reply m1 to this sms(toll free) ,spam,,
"live:krubaid:
skype caller id will be active in 2 hours. if you did not activate it yourself, go to go.skype.com/cli and enter this code to deactivate it: xitdaz",spam,,
"whatsapp code 910-512.

you can also tap on this link to verify your phone: v.whatsapp.com/910512",spam,,
use 8541129 as microsoft account security code,spam,,
"live:krubaid:
your skype caller id confirmation code is xitdaz",spam,,
"your krubaid@lenovo.com account was renamed to rubaid.kh@gmail.com. if this isn't right, visit https://account.live.com/.",spam,,
g-360689 is your google verification code.,spam,,
g-373068 is your google verification code.,spam,,
g-741867 is your google verification code.,spam,,
your verification code for freelancer.com is 87578,spam,,
g-965602 is your google verification code.,spam,,
g-949615 is your google verification code.,spam,,
g-949615 is your google verification code.,spam,,
g-843083 is your google verification code.,spam,,
g-547085 is your google verification code.,spam,,
"dear user, your number has been verified & linked with your active monster account. download monster app for android/ios from  http://monsterindia.com/app.html",spam,,
g-950650 is your google verification code.,spam,,
2399,spam,,
g-898971 is your google verification code.,spam,,
g-794927 is your google verification code.,spam,,
g-794927 is your google verification code.,spam,,
g-794927 is your google verification code.,spam,,
g-794927 is your google verification code.,spam,,
g-729328 is your google verification code.,spam,,
g-729328 is your google verification code.,spam,,
g-324616 is your google verification code.,spam,,
g-231806 is your google verification code.,spam,,
g-324616 is your google verification code.,spam,,
g-324616 is your google verification code.,spam,,
if u want a twist in ur life by making new friends and want to enjoy with them dial 56464876.,spam,,
"save the internet settings sent on your airtel mobile. if asked for a password, use 0000.to receive settings in future sms mo to 54321.learn to use internet at http://one.airtel.in",spam,,
judiye desh videsh ki taja khabron se news on phone ke sath. dial karen 56694007 @ 3/min.,spam,,
bhakti mein apaar shakti hai!call 56694008 (rs.3/min) aur kho jayen prabhu bhakti mein.,spam,,
ab bharyien apne zindagi me dosti ke bahut saare haseen rang sirf voice chat ke sang. dial 56694@rs.2/min,spam,,
akele hain! to mujhe call kijiye aur apni tanhayiyon se payiye chhutkara. mujhse baat karein 56694 par.sirf rs.3/min me,spam,,
"airtel welcomes you to the world of mms.save the settings sent to your mobile (data charges apply).to get settings in future,sms mo to 54321.",spam,,
"thodi masti,thodi shararat aur bahut sare dost voice chat par.to shuru kijiye dosti ka silsila.dial 151496 (toll free)",spam,,
"zindagi me bhariye khub sari masti, bahut hi chulbule dosto ke saath sirf voice chat par. kijiye dil khol kar baate, dial 151496 (tollfree)",spam,,
"hi! you have missed calls.to get details please send mca get to 5899903.subscribe missed call alerts@ rs.30/month,dial *999*1# ",spam,,
"airtel welcomes you to the world of mms & airtel internet.save the settings sent to your mobile (data charges apply).to get settings in future,sms mo to 54321.",spam,,
g-242868 is your google verification code.,spam,,
g-689481 is your google verification code.,spam,,
"insert airtel sim in slot 1 to enjoy fast internet speed. please save the internet settings that you will receive shortly. to save on data charges, buy data packs. dial *121*11#",spam,,
"insert airtel sim in slot 1 to enjoy fast internet speed. please save the internet settings that you will receive shortly. to save on data charges, buy data packs. dial *121*11#",spam,,
g-946872 is your google verification code.,spam,,
the number 919350353588 is now available . reliance customer can activate missed call alert service @ rs.30/mon. reply m1 to this sms(toll free) ,spam,,
"live:krubaid:
skype caller id will be active in 2 hours. if you did not activate it yourself, go to go.skype.com/cli and enter this code to deactivate it: xitdaz",spam,,
"whatsapp code 910-512.

you can also tap on this link to verify your phone: v.whatsapp.com/910512",spam,,
use 8541129 as microsoft account security code,spam,,
"live:krubaid:
your skype caller id confirmation code is xitdaz",spam,,
"your krubaid@lenovo.com account was renamed to rubaid.kh@gmail.com. if this isn't right, visit https://account.live.com/.",spam,,
g-360689 is your google verification code.,spam,,
g-373068 is your google verification code.,spam,,
g-741867 is your google verification code.,spam,,
your verification code for freelancer.com is 87578,spam,,
g-965602 is your google verification code.,spam,,
g-949615 is your google verification code.,spam,,
g-949615 is your google verification code.,spam,,
g-843083 is your google verification code.,spam,,
g-547085 is your google verification code.,spam,,
"dear user, your number has been verified & linked with your active monster account. download monster app for android/ios from  http://monsterindia.com/app.html",spam,,
g-950650 is your google verification code.,spam,,
2399,spam,,
g-898971 is your google verification code.,spam,,
g-794927 is your google verification code.,spam,,
g-794927 is your google verification code.,spam,,
g-794927 is your google verification code.,spam,,
g-794927 is your google verification code.,spam,,
g-729328 is your google verification code.,spam,,
g-729328 is your google verification code.,spam,,
g-324616 is your google verification code.,spam,,
g-231806 is your google verification code.,spam,,
g-324616 is your google verification code.,spam,,
g-324616 is your google verification code.,spam,,
if u want a twist in ur life by making new friends and want to enjoy with them dial 56464876.,spam,,
"save the internet settings sent on your airtel mobile. if asked for a password, use 0000.to receive settings in future sms mo to 54321.learn to use internet at http://one.airtel.in",spam,,
judiye desh videsh ki taja khabron se news on phone ke sath. dial karen 56694007 @ 3/min.,spam,,
bhakti mein apaar shakti hai!call 56694008 (rs.3/min) aur kho jayen prabhu bhakti mein.,spam,,
